state,country,ufo_shape,encounter_length_seconds,date_documented
NA,NA,disk,1800,7/30/2002
nv,us,cylinder,180,7/30/2002
nh,us,triangle,120,7/30/2002
wa,us,oval,600,7/30/2002
nv,us,disk,900,7/30/2002
mn,NA,disk,60,7/30/2002
bc,ca,disk,3600,7/30/2002
on,ca,cylinder,180,7/30/2002
or,us,light,40,7/30/2002
ok,us,disk,180,7/30/2002
wv,us,light,3,7/30/2002
fl,us,triangle,7200,7/30/2002
pa,us,sphere,30,7/30/2002
or,us,light,5400,7/30/2002
tx,us,flash,360,7/30/2002
tx,us,other,60,7/30/2002
ga,us,triangle,360,7/30/2002
NA,au,light,2,7/30/2002
bc,ca,triangle,1800,7/30/2002
ny,us,unknown,20,7/30/2002
bc,ca,disk,2,7/30/2002
NA,NA,disk,60,7/30/2002
nc,NA,light,30,7/30/2002
ca,NA,formation,120,7/30/2002
ca,us,chevron,120,7/30/2002
ca,us,formation,180,7/30/2002
ca,us,triangle,120,7/30/2002
ny,us,fireball,10,7/30/2002
fl,us,unknown,600,7/30/2002
tx,us,light,7200,7/30/2002
oh,us,oval,20,7/30/2002
md,us,unknown,180,7/30/2002
va,us,light,120,7/30/2002
nm,NA,triangle,2700,7/30/2002
oh,us,circle,1,7/30/2002
co,NA,flash,4,7/30/2002
pa,us,light,120,7/30/2002
NA,gb,light,40,7/30/2002
ky,us,formation,120,7/30/2002
tx,us,fireball,120,7/30/2002
or,us,light,2,7/30/2002
mi,us,light,60,7/30/2002
ia,us,light,15,7/30/2002
ar,us,disk,120,7/30/2002
az,us,circle,1800,7/30/2002
ny,us,triangle,60,7/30/2002
ar,us,disk,3600,7/30/2002
ca,us,unknown,1800,7/30/2002
ny,us,changing,120,7/30/2002
NA,NA,light,240,7/30/2002
sd,us,light,300,7/30/2002
NA,gb,light,360,7/30/2002
NA,NA,disk,5,7/30/2002
NA,gb,fireball,5,7/30/2002
ca,us,sphere,420,7/30/2002
ny,us,flash,600,7/30/2002
in,us,circle,60,7/30/2002
co,us,circle,90,7/30/2002
oh,us,teardrop,180,7/30/2002
tx,us,fireball,60,7/30/2002
NA,NA,fireball,120,7/30/2002
wa,us,cigar,600,7/30/2002
nh,us,other,15,8/16/2002
or,us,circle,30,8/16/2002
mi,us,unknown,20,8/16/2002
co,us,chevron,300,8/16/2002
ca,us,unknown,120,8/16/2002
ca,us,other,30,8/16/2002
ca,us,fireball,2,8/16/2002
NA,gb,egg,120,8/16/2002
nc,us,light,2700,8/16/2002
ne,us,triangle,180,8/16/2002
NA,au,fireball,45,8/16/2002
nh,us,light,10,8/16/2002
bc,NA,formation,300,8/16/2002
in,us,light,14400,8/16/2002
wa,us,circle,2,8/16/2002
nc,us,disk,5400,8/16/2002
ca,us,disk,90,8/16/2002
fl,us,triangle,180,8/16/2002
wa,us,cylinder,3,8/16/2002
wa,NA,circle,240,8/16/2002
mo,us,other,300,8/16/2002
pq,ca,circle,300,8/16/2002
fl,us,circle,120,8/16/2002
nm,us,sphere,10800,8/16/2002
tx,us,light,240,8/16/2002
nv,NA,light,1800,8/16/2002
ab,ca,oval,37800,8/16/2002
ca,us,light,120,8/16/2002
tx,us,light,120,8/16/2002
ny,us,disk,360,8/16/2002
NA,NA,fireball,2400,8/16/2002
NA,NA,light,480,8/16/2002
az,us,triangle,120,8/16/2002
pq,NA,other,12,8/16/2002
tx,us,circle,60,8/16/2002
ca,us,fireball,300,8/16/2002
oh,us,oval,480,8/16/2002
ma,us,unknown,10,8/16/2002
NA,au,changing,37800,8/16/2002
va,us,other,10800,8/16/2002
me,us,light,600,8/16/2002
fl,us,NA,300,8/16/2002
mn,us,triangle,60,8/16/2002
in,us,unknown,1200,8/16/2002
fl,us,NA,2400,8/16/2002
ca,us,other,1,8/16/2002
wa,us,disk,10800,8/16/2002
ca,us,fireball,10,8/16/2002
fl,us,fireball,600,8/16/2002
mi,us,light,4,8/16/2002
az,us,disk,360,8/16/2002
tx,us,diamond,1200,8/16/2002
oh,us,cigar,300,8/16/2002
co,us,oval,180,8/16/2002
va,us,NA,180,8/16/2002
ny,us,disk,2700,8/16/2002
ny,NA,oval,10800,8/16/2002
ny,us,unknown,900,8/16/2002
NA,NA,other,300,8/16/2002
wa,us,oval,300,8/16/2002
ca,us,other,5,8/16/2002
NA,gb,disk,900,8/16/2002
al,us,circle,900,8/16/2002
NA,NA,NA,600,8/16/2002
ca,us,circle,10,8/16/2002
wy,us,light,30,8/16/2002
id,us,formation,180,8/16/2002
NA,NA,formation,600,8/16/2002
il,us,sphere,480,8/16/2002
ca,us,fireball,2100,8/16/2002
nj,us,light,3600,8/16/2002
nc,us,circle,45,8/16/2002
md,us,NA,3600,8/16/2002
az,us,disk,180,8/16/2002
il,us,disk,120,8/16/2002
NA,au,diamond,2400,8/16/2002
NA,au,cone,60,8/16/2002
wa,us,light,4,8/16/2002
tn,us,sphere,1800,8/16/2002
on,ca,circle,300,8/16/2002
tx,us,unknown,600,8/16/2002
nm,us,cone,3600,8/16/2002
ny,us,triangle,300,8/16/2002
ca,NA,diamond,600,8/16/2002
sd,us,light,120,8/16/2002
in,us,cigar,300,8/16/2002
ca,us,light,900,8/16/2002
il,NA,circle,1200,8/16/2002
de,us,sphere,60,8/16/2002
fl,us,egg,120,8/16/2002
tx,NA,flash,5,8/16/2002
in,us,triangle,1200,8/16/2002
or,NA,sphere,1800,8/16/2002
nj,NA,unknown,60,8/16/2002
oh,us,circle,180,8/16/2002
ca,us,light,30,8/16/2002
on,ca,circle,15,8/16/2002
az,us,fireball,120,8/16/2002
mb,ca,disk,60,8/16/2002
ca,us,chevron,60,8/16/2002
ca,NA,formation,120,8/16/2002
ca,us,triangle,30,8/16/2002
mt,us,disk,20,8/16/2002
ca,us,triangle,30,8/16/2002
ny,us,fireball,10,8/16/2002
wa,us,unknown,20,8/16/2002
mi,us,unknown,360,8/16/2002
wi,us,circle,60,8/16/2002
ca,us,diamond,900,8/16/2002
ny,us,light,180,8/16/2002
NA,gb,unknown,2,8/16/2002
oh,us,circle,1,8/16/2002
ca,us,light,300,8/16/2002
vt,us,disk,360,8/16/2002
wv,us,changing,1200,8/16/2002
NA,NA,triangle,60,8/16/2002
mi,us,rectangle,4,8/16/2002
NA,gb,flash,1,8/16/2002
ca,us,oval,60,8/16/2002
ny,us,light,60,8/16/2002
wa,us,flash,20,8/16/2002
az,us,oval,20,8/16/2002
ma,NA,light,10,8/16/2002
ca,us,unknown,240,8/16/2002
nj,us,disk,900,8/16/2002
la,us,oval,300,8/16/2002
NA,gb,unknown,4,8/16/2002
ca,us,unknown,420,8/16/2002
wv,NA,light,7200,8/16/2002
bc,ca,fireball,20,8/16/2002
bc,ca,other,4,8/16/2002
pa,us,cylinder,60,8/16/2002
ma,us,triangle,7200,8/16/2002
oh,NA,light,5,8/16/2002
id,us,cigar,180,8/16/2002
az,us,other,6300,8/16/2002
nj,us,disk,300,8/16/2002
ky,us,unknown,20,8/16/2002
ga,us,circle,3,8/16/2002
fl,us,unknown,2,8/16/2002
nc,us,circle,3600,8/16/2002
nh,us,unknown,180,8/16/2002
ut,us,circle,600,8/16/2002
mt,us,light,30,8/16/2002
il,us,disk,240,8/16/2002
oh,us,other,900,8/16/2002
ct,us,other,3600,8/16/2002
nm,us,oval,5,8/16/2002
fl,us,light,60,8/16/2002
tx,us,fireball,2,8/16/2002
ks,us,sphere,180,8/16/2002
ny,us,flash,30,8/16/2002
va,us,unknown,4,8/16/2002
md,us,light,1800,8/16/2002
oh,us,oval,20,8/16/2002
ma,us,light,2100,8/16/2002
ca,us,unknown,540,8/16/2002
or,us,disk,60,8/16/2002
NA,gb,triangle,180,8/16/2002
ca,us,light,3600,8/16/2002
oh,us,circle,120,8/16/2002
ns,ca,light,600,8/16/2002
on,ca,cigar,60,8/16/2002
on,ca,rectangle,60,8/16/2002
md,us,triangle,1200,8/16/2002
mo,us,unknown,180,8/16/2002
mo,us,circle,30,8/16/2002
ca,us,unknown,3600,8/16/2002
ny,us,disk,180,8/16/2002
in,us,light,30,8/16/2002
pa,us,fireball,10,8/16/2002
fl,us,circle,1200,8/16/2002
pq,ca,light,20,8/16/2002
co,us,cylinder,20,8/16/2002
ut,us,light,10,8/16/2002
nj,us,light,600,8/16/2002
wa,us,light,30,8/16/2002
ny,us,light,300,8/16/2002
or,us,unknown,120,8/16/2002
oh,us,oval,900,8/16/2002
pa,us,light,600,8/16/2002
pa,us,circle,2,8/16/2002
ca,us,diamond,10,8/16/2002
ia,us,light,10800,8/16/2002
ny,us,light,1800,8/16/2002
fl,us,disk,1200,8/16/2002
on,ca,chevron,480,8/16/2002
mi,us,disk,1200,8/16/2002
ct,us,sphere,180,8/16/2002
NA,NA,light,600,8/16/2002
ca,us,light,5,8/16/2002
on,NA,light,240,8/16/2002
pq,ca,triangle,5,8/16/2002
ca,us,triangle,4,8/16/2002
wa,us,other,120,8/16/2002
wa,us,light,2700,8/16/2002
oh,us,circle,4,8/16/2002
in,us,oval,600,8/16/2002
tn,us,circle,2,8/16/2002
ut,us,cigar,300,8/16/2002
oh,us,sphere,300,8/16/2002
wa,us,light,10,8/16/2002
wa,us,other,120,8/16/2002
or,us,formation,480,8/16/2002
ma,us,triangle,55,8/16/2002
co,us,disk,180,8/16/2002
wa,us,disk,900,8/16/2002
NA,gb,other,20,8/16/2002
NA,gb,disk,40,8/16/2002
tx,us,triangle,300,8/16/2002
NA,gb,NA,60,8/16/2002
ma,us,light,45,8/16/2002
on,ca,other,20,8/16/2002
NA,gb,triangle,6,8/16/2002
mi,us,disk,8400,8/16/2002
bc,ca,other,1,8/16/2002
NA,gb,light,15,8/16/2002
NA,gb,sphere,20,8/16/2002
NA,gb,triangle,20,8/16/2002
NA,gb,light,30,8/16/2002
co,us,cylinder,60,8/16/2002
ca,us,circle,15,8/16/2002
or,us,chevron,2,8/16/2002
bc,ca,triangle,40,8/16/2002
wa,us,light,120,8/16/2002
ca,us,cylinder,7200,8/16/2002
az,us,other,600,8/16/2002
ct,us,light,600,8/16/2002
wa,us,light,600,8/16/2002
pa,us,changing,8100,8/16/2002
md,NA,rectangle,180,8/16/2002
in,us,oval,10,8/16/2002
ny,us,light,6,8/16/2002
nc,us,light,40,8/16/2002
mt,us,disk,2100,8/16/2002
fl,NA,light,13,8/16/2002
wa,us,oval,180,8/16/2002
tn,us,other,1200,8/16/2002
me,us,circle,120,8/16/2002
ns,ca,other,120,8/16/2002
mt,us,sphere,10800,8/16/2002
wa,us,other,300,8/16/2002
ca,us,other,10800,8/16/2002
ok,us,unknown,600,8/16/2002
wa,us,flash,60,8/16/2002
ca,NA,light,120,8/16/2002
tx,us,light,900,8/16/2002
tn,us,light,300,8/16/2002
NA,au,fireball,60,8/16/2002
sd,us,unknown,1320,8/16/2002
ky,us,disk,40,8/16/2002
wa,us,egg,300,8/16/2002
NA,au,other,240,8/16/2002
NA,NA,other,1560,8/16/2002
al,us,triangle,300,8/16/2002
wa,us,light,120,8/16/2002
ok,us,light,2,8/16/2002
nv,us,other,600,8/16/2002
mn,us,unknown,1800,8/16/2002
or,us,light,30,8/16/2002
ca,us,formation,720,8/16/2002
co,us,triangle,180,8/16/2002
NA,gb,light,1200,8/16/2002
on,ca,circle,3600,8/16/2002
md,us,light,5,8/16/2002
mi,us,light,2700,8/16/2002
or,us,light,180,8/16/2002
or,us,circle,1200,8/16/2002
ne,us,light,15,8/16/2002
il,us,light,10,8/16/2002
ab,ca,disk,30,8/16/2002
co,us,light,3600,8/16/2002
ca,us,sphere,900,8/16/2002
NA,NA,circle,1800,8/16/2002
on,NA,formation,300,8/16/2002
tx,us,light,600,8/16/2002
wa,us,unknown,2700,8/16/2002
ny,us,light,600,8/16/2002
mn,us,unknown,120,8/16/2002
oh,us,cylinder,60,8/16/2002
ca,NA,flash,1,8/16/2002
bc,ca,triangle,60,8/16/2002
on,ca,other,2,8/16/2002
NA,au,unknown,20,8/16/2002
in,NA,triangle,900,8/16/2002
md,us,unknown,1800,8/16/2002
mb,ca,light,60,8/16/2002
tx,us,circle,1200,8/16/2002
md,us,triangle,384,8/16/2002
nj,us,light,1800,8/16/2002
ca,us,light,240,8/16/2002
md,us,light,60,8/16/2002
ca,us,changing,7,8/16/2002
mi,us,light,5,8/16/2002
NA,NA,light,10,8/16/2002
az,us,light,300,8/16/2002
on,ca,light,120,8/16/2002
tx,us,unknown,18000,8/16/2002
wa,us,other,1200,8/16/2002
tx,us,changing,1800,8/16/2002
ca,us,light,300,8/16/2002
co,us,light,300,8/16/2002
wa,us,light,4,8/16/2002
va,us,other,7200,8/16/2002
il,us,NA,60,8/16/2002
nj,us,circle,20,8/16/2002
vt,us,cylinder,60,8/16/2002
nj,NA,flash,720,8/16/2002
wa,us,disk,900,8/16/2002
NA,au,light,120,8/16/2002
oh,us,sphere,30,8/16/2002
sc,us,unknown,2700,8/16/2002
mi,us,unknown,3,8/16/2002
tx,us,fireball,12,8/16/2002
NA,NA,formation,5,8/16/2002
NA,gb,sphere,300,8/16/2002
ca,us,flash,6,8/16/2002
wa,us,diamond,90,8/16/2002
ma,us,oval,10,8/16/2002
pa,us,light,10,8/16/2002
nj,us,diamond,1800,8/16/2002
nv,us,unknown,3600,8/16/2002
NA,au,circle,5,8/16/2002
tn,us,light,5400,8/16/2002
on,ca,triangle,4,8/16/2002
wa,us,cigar,120,8/16/2002
wa,us,light,60,8/16/2002
co,us,light,60,8/16/2002
az,NA,triangle,300,8/16/2002
in,us,light,900,8/16/2002
tx,us,sphere,30,8/16/2002
ga,us,disk,120,8/16/2002
wa,NA,disk,60,8/16/2002
pq,ca,oval,1500,8/16/2002
wa,us,disk,120,8/16/2002
mn,us,unknown,300,8/16/2002
NA,NA,unknown,30,8/16/2002
md,us,disk,900,8/28/2002
or,NA,chevron,180,8/28/2002
fl,us,disk,45,8/28/2002
NA,au,cone,600,8/28/2002
or,us,fireball,2,8/28/2002
ns,ca,light,60,8/28/2002
NA,au,formation,60,8/28/2002
sd,us,disk,600,8/28/2002
NA,NA,triangle,600,8/28/2002
tx,us,triangle,15,8/28/2002
il,us,disk,120,8/28/2002
mo,us,circle,120,8/28/2002
tx,us,light,300,8/28/2002
az,us,triangle,300,8/28/2002
NA,NA,circle,1260,8/28/2002
tx,us,cigar,3600,8/28/2002
pa,us,chevron,4,8/28/2002
NA,NA,sphere,30,8/28/2002
tx,us,triangle,900,8/28/2002
NA,NA,disk,5,8/28/2002
pa,us,disk,40,8/28/2002
nh,us,unknown,180,8/28/2002
wa,NA,other,300,8/28/2002
ca,us,chevron,5,8/28/2002
NA,au,circle,120,8/28/2002
NA,gb,NA,5,8/28/2002
nb,ca,disk,480,8/28/2002
NA,NA,cigar,45,8/28/2002
NA,au,circle,2700,8/28/2002
fl,us,sphere,1800,8/28/2002
fl,us,changing,5,8/28/2002
wa,us,light,900,8/28/2002
ak,us,oval,900,8/28/2002
fl,us,NA,30,8/28/2002
pa,us,other,3600,8/28/2002
pa,us,cigar,90,8/28/2002
pa,us,cigar,25,8/28/2002
pa,us,fireball,180,8/28/2002
ar,us,circle,15,8/28/2002
ny,us,disk,45,8/28/2002
NA,gb,disk,21600,8/28/2002
mi,us,other,900,8/28/2002
in,us,circle,300,8/28/2002
nc,us,flash,180,8/28/2002
bc,NA,triangle,3,8/28/2002
NA,gb,light,120,8/28/2002
wa,us,cigar,60,8/28/2002
sd,us,light,1800,8/28/2002
co,us,circle,25,8/28/2002
nc,us,formation,3600,8/28/2002
wi,us,triangle,30,8/28/2002
NA,NA,light,900,8/28/2002
fl,us,chevron,3,8/28/2002
or,us,cigar,5,8/28/2002
or,us,cylinder,2700,8/28/2002
oh,us,triangle,120,8/28/2002
NA,au,circle,240,8/28/2002
nj,us,light,300,8/28/2002
mi,us,changing,600,8/28/2002
me,NA,sphere,1200,8/28/2002
ca,us,light,120,8/28/2002
nm,us,circle,120,8/28/2002
wi,us,unknown,120,8/28/2002
wa,us,light,120,8/28/2002
NA,NA,light,45,8/28/2002
ca,us,oval,30,8/28/2002
pa,us,light,15,8/28/2002
NA,gb,triangle,30,8/28/2002
NA,NA,chevron,6,8/28/2002
bc,ca,circle,6,8/28/2002
mn,us,disk,1200,8/28/2002
ny,us,light,600,8/28/2002
NA,NA,other,300,8/28/2002
nj,NA,cigar,600,8/28/2002
wa,us,circle,60,8/28/2002
az,us,light,60,8/28/2002
or,NA,other,60,8/28/2002
wa,us,rectangle,30,8/28/2002
ca,us,light,120,8/28/2002
wa,us,light,10,8/28/2002
ca,us,triangle,180,8/28/2002
or,NA,light,2100,8/28/2002
NA,NA,disk,300,8/28/2002
sc,us,oval,900,8/28/2002
in,us,light,120,8/28/2002
tx,us,sphere,8,8/28/2002
nc,us,light,1800,8/28/2002
NA,gb,triangle,10,8/28/2002
NA,NA,light,300,8/28/2002
pa,us,light,300,8/28/2002
az,us,unknown,9000,8/28/2002
ma,us,light,180,8/28/2002
nc,us,formation,50,8/28/2002
ns,ca,triangle,420,8/28/2002
ca,us,cigar,900,8/28/2002
ns,ca,other,50,8/28/2002
co,us,light,10,8/28/2002
mi,us,disk,10,8/28/2002
tx,us,oval,480,8/28/2002
ga,us,other,240,8/28/2002
ks,us,oval,300,8/28/2002
sc,us,light,3,8/28/2002
NA,au,teardrop,300,8/28/2002
mi,us,fireball,15,8/28/2002
NA,gb,triangle,600,8/28/2002
on,ca,light,60,8/28/2002
fl,us,disk,300,8/28/2002
fl,us,unknown,10,8/28/2002
il,us,unknown,600,8/28/2002
mi,us,other,600,8/28/2002
mn,us,cigar,900,8/28/2002
NA,NA,fireball,10,8/28/2002
ar,us,unknown,300,8/28/2002
mb,ca,fireball,2,8/28/2002
oh,us,triangle,300,8/28/2002
in,us,other,10,8/28/2002
tx,us,oval,10,8/28/2002
me,us,fireball,600,8/28/2002
mt,us,unknown,2700,8/28/2002
tn,us,light,3600,8/28/2002
il,us,changing,300,8/28/2002
bc,ca,triangle,10,8/28/2002
wa,us,unknown,3600,8/28/2002
wi,us,triangle,300,8/28/2002
tn,us,triangle,300,8/28/2002
ma,us,cigar,60,8/28/2002
ny,us,disk,10,8/28/2002
ns,ca,triangle,60,8/28/2002
NA,NA,rectangle,300,8/28/2002
mi,NA,light,180,8/28/2002
il,us,chevron,7,8/28/2002
sc,us,light,30,8/28/2002
ok,us,changing,600,8/28/2002
il,us,unknown,2700,8/28/2002
co,us,triangle,120,8/28/2002
hi,us,light,60,8/28/2002
fl,us,light,600,8/28/2002
nm,us,unknown,3600,8/28/2002
nm,us,unknown,3600,8/28/2002
il,us,light,20,8/28/2002
NA,NA,light,2700,8/28/2002
tx,us,flash,60,8/28/2002
nj,NA,triangle,600,8/28/2002
wa,us,unknown,5400,8/28/2002
ky,us,light,1800,8/28/2002
nm,us,flash,5,8/28/2002
tx,us,unknown,15,8/28/2002
az,us,light,1800,8/28/2002
NA,gb,NA,300,8/28/2002
wa,us,light,60,8/28/2002
fl,us,light,52623200,8/28/2002
fl,us,circle,60,8/28/2002
tn,us,circle,180,8/28/2002
tx,us,disk,120,8/28/2002
il,us,circle,1200,8/28/2002
wa,us,other,3,8/28/2002
ca,us,unknown,240,8/28/2002
on,NA,light,6,8/28/2002
or,us,flash,300,8/28/2002
bc,ca,disk,3600,8/28/2002
id,us,NA,105,8/28/2002
tx,us,sphere,2400,8/28/2002
hi,us,disk,120,8/28/2002
bc,ca,sphere,60,8/28/2002
me,us,teardrop,1260,8/28/2002
tx,us,disk,60,8/28/2002
il,us,triangle,2,8/28/2002
tn,us,chevron,14400,8/28/2002
nd,us,disk,900,8/28/2002
NA,NA,circle,480,8/28/2002
tx,us,light,600,8/28/2002
tx,us,disk,60,9/6/2002
ut,us,other,180,9/6/2002
dc,NA,unknown,300,9/6/2002
nv,us,chevron,60,9/6/2002
ny,us,fireball,2,9/6/2002
ny,us,disk,600,9/6/2002
il,us,disk,1800,9/6/2002
tx,us,cross,300,9/6/2002
wi,NA,light,600,9/6/2002
fl,us,other,300,9/6/2002
nj,us,circle,120,9/6/2002
in,us,flash,9900,9/6/2002
dc,NA,cylinder,60,9/6/2002
oh,NA,chevron,300,9/6/2002
tx,NA,triangle,2,9/6/2002
va,us,circle,180,9/6/2002
fl,us,other,300,9/6/2002
ca,us,sphere,2700,9/6/2002
ny,us,fireball,3,9/6/2002
dc,NA,disk,240,9/6/2002
mt,us,fireball,600,9/6/2002
dc,NA,triangle,120,9/6/2002
ca,us,unknown,600,9/6/2002
ns,ca,fireball,600,9/6/2002
ak,us,oval,900,9/6/2002
ab,NA,circle,600,9/6/2002
oh,us,light,900,9/6/2002
ut,NA,unknown,600,9/6/2002
on,ca,fireball,20,9/6/2002
tx,us,disk,120,9/6/2002
dc,NA,light,10,9/6/2002
dc,NA,fireball,15,9/6/2002
wv,us,light,600,9/6/2002
md,us,circle,450,9/6/2002
dc,NA,oval,900,9/6/2002
dc,NA,fireball,1200,9/6/2002
yk,ca,disk,600,9/6/2002
az,us,chevron,1200,9/6/2002
NA,NA,triangle,60,9/6/2002
il,us,light,5,9/6/2002
oh,NA,unknown,60,9/6/2002
ok,us,light,120,9/6/2002
ca,us,light,60,9/6/2002
co,us,light,300,9/6/2002
pa,us,sphere,300,9/6/2002
va,NA,cigar,120,9/6/2002
dc,NA,changing,1200,9/6/2002
ca,us,disk,10,9/6/2002
md,us,other,60,9/6/2002
tx,us,light,14400,9/6/2002
on,ca,sphere,30,9/6/2002
dc,NA,sphere,45,9/6/2002
NA,NA,light,240,9/6/2002
dc,NA,fireball,120,9/6/2002
wi,us,other,300,9/6/2002
va,us,triangle,10,9/6/2002
ia,us,unknown,240,9/6/2002
dc,NA,fireball,1200,9/6/2002
dc,NA,other,0,9/6/2002
dc,NA,changing,6,9/6/2002
NA,gb,triangle,60,9/6/2002
ny,NA,triangle,600,9/6/2002
va,us,light,60,9/6/2002
dc,NA,disk,120,9/6/2002
