state,country,ufo_shape,encounter_length_seconds,date_documented
az,NA,egg,600,7/3/2013
ky,us,circle,60,7/3/2013
ca,us,fireball,900,7/3/2013
ct,us,circle,900,7/3/2013
oh,us,fireball,90,7/3/2013
ca,us,circle,20,7/3/2013
pa,us,fireball,10,7/3/2013
id,us,light,120,7/3/2013
in,us,circle,20,7/3/2013
ny,us,fireball,10,7/3/2013
oh,us,circle,30,7/3/2013
va,us,changing,480,7/3/2013
on,NA,circle,180,7/3/2013
ca,us,light,360,7/3/2013
ia,us,light,10,7/3/2013
va,NA,sphere,420,7/3/2013
az,us,unknown,60,7/3/2013
ct,us,sphere,240,7/3/2013
oh,us,fireball,300,7/3/2013
pa,us,light,300,7/3/2013
on,ca,sphere,180,7/3/2013
in,us,unknown,240,7/3/2013
ca,us,circle,10,7/3/2013
or,us,other,90,7/3/2013
oh,us,fireball,600,7/3/2013
nv,us,triangle,3600,7/3/2013
ca,NA,light,240,7/3/2013
ca,us,sphere,10,7/3/2013
sc,us,other,2,7/3/2013
ga,us,fireball,120,7/3/2013
la,us,light,600,7/3/2013
fl,us,light,900,7/3/2013
ca,us,circle,600,7/3/2013
fl,us,flash,1266,7/3/2013
ca,us,fireball,600,7/3/2013
tn,us,light,120,7/3/2013
tx,us,light,20,7/3/2013
sk,NA,cigar,5,7/3/2013
nc,us,triangle,20,7/3/2013
co,us,light,180,7/3/2013
hi,us,fireball,1800,7/3/2013
oh,us,other,180,7/3/2013
bc,ca,sphere,25,7/3/2013
mn,us,fireball,5,7/3/2013
nc,us,triangle,900,7/3/2013
va,us,circle,60,7/3/2013
oh,us,fireball,1200,7/3/2013
ar,us,sphere,180,7/3/2013
oh,us,sphere,60,7/3/2013
or,us,oval,10,7/3/2013
tx,us,light,180,7/3/2013
fl,NA,circle,2700,7/3/2013
ky,us,oval,15,7/3/2013
ky,us,other,30,7/3/2013
nc,us,circle,60,7/3/2013
ca,us,cylinder,600,7/3/2013
pa,us,light,1,7/3/2013
tn,us,circle,30,7/3/2013
ca,us,fireball,120,7/3/2013
tx,us,light,300,7/3/2013
nv,us,light,600,7/3/2013
fl,us,light,600,7/3/2013
fl,us,sphere,90,7/3/2013
ny,us,circle,60,7/3/2013
oh,us,changing,90,7/3/2013
ct,NA,unknown,300,7/3/2013
NA,NA,light,90,7/3/2013
va,us,fireball,600,7/3/2013
ny,us,light,900,7/3/2013
nj,us,light,30,7/3/2013
ca,us,light,1200,7/3/2013
oh,us,fireball,60,7/3/2013
ne,us,light,20,7/3/2013
il,us,cylinder,600,7/3/2013
sc,us,cone,420,7/3/2013
ca,us,light,6660,7/3/2013
NA,gb,light,60,7/3/2013
on,ca,fireball,600,7/3/2013
on,ca,circle,60,7/3/2013
co,us,changing,600,7/3/2013
fl,us,circle,1800,7/3/2013
fl,us,triangle,120,7/3/2013
az,us,light,1380,7/3/2013
va,us,light,1800,7/3/2013
ky,us,sphere,120,7/3/2013
tx,us,light,3600,7/3/2013
ne,us,light,180,7/3/2013
ky,us,rectangle,60,7/3/2013
mn,us,light,300,7/3/2013
co,us,triangle,300,7/3/2013
ar,us,fireball,120,7/3/2013
ca,us,other,30,7/3/2013
va,us,disk,600,7/3/2013
wv,us,circle,30,7/3/2013
ab,ca,sphere,300,7/3/2013
wa,us,other,1,7/3/2013
ma,us,rectangle,180,7/3/2013
az,us,light,300,7/3/2013
wa,us,cylinder,85,7/3/2013
tx,us,light,180,7/3/2013
ca,us,oval,1200,7/3/2013
mo,us,oval,60,7/3/2013
oh,us,circle,630,7/3/2013
co,us,circle,2700,7/3/2013
or,us,triangle,60,7/3/2013
ky,us,fireball,20,7/3/2013
tx,us,light,120,7/3/2013
il,us,light,15,7/3/2013
id,us,fireball,600,7/3/2013
in,us,circle,1800,7/3/2013
mt,us,fireball,8,7/3/2013
tn,us,oval,60,7/3/2013
tn,us,triangle,30,7/3/2013
NA,NA,circle,360,7/3/2013
hi,NA,diamond,600,7/3/2013
ia,us,sphere,90,7/3/2013
on,NA,light,900,7/3/2013
ms,us,light,45,7/3/2013
ca,us,unknown,600,7/3/2013
pa,us,light,2700,7/3/2013
fl,us,sphere,10,7/3/2013
ny,us,circle,180,7/3/2013
ny,us,sphere,180,7/3/2013
oh,us,fireball,600,7/3/2013
fl,NA,circle,60,7/3/2013
wa,us,light,600,7/3/2013
pa,us,light,300,7/3/2013
on,ca,light,360,7/3/2013
in,us,cylinder,15,7/3/2013
wi,us,light,180,7/3/2013
mn,us,other,90,7/3/2013
tn,us,fireball,120,7/3/2013
va,us,light,600,7/3/2013
mb,ca,sphere,300,7/3/2013
in,us,fireball,300,7/3/2013
NA,gb,other,60,7/3/2013
va,us,light,360,7/3/2013
mi,us,unknown,300,7/3/2013
az,us,disk,20,7/3/2013
mb,NA,circle,7200,7/3/2013
id,NA,cigar,10,7/3/2013
or,us,NA,240,7/3/2013
nj,us,other,30,7/3/2013
ca,us,light,120,7/3/2013
wi,us,light,60,7/3/2013
pa,NA,fireball,600,7/3/2013
az,us,fireball,30,7/3/2013
ne,us,rectangle,120,7/3/2013
pa,us,fireball,60,7/3/2013
mt,us,unknown,180,7/3/2013
mt,NA,light,600,7/3/2013
bc,ca,triangle,60,7/3/2013
bc,ca,triangle,180,7/3/2013
pa,us,triangle,20,7/3/2013
nm,us,oval,60,7/3/2013
va,us,fireball,30,7/3/2013
al,us,light,180,7/3/2013
nh,us,triangle,3,7/3/2013
ca,us,circle,240,7/3/2013
tn,us,light,300,7/3/2013
ny,us,light,180,7/3/2013
ca,us,cigar,240,7/3/2013
ut,us,circle,180,7/3/2013
ga,us,light,600,7/3/2013
md,us,oval,600,7/3/2013
ca,us,fireball,900,7/3/2013
ca,us,fireball,30,7/3/2013
in,us,other,5,7/3/2013
on,ca,light,300,7/3/2013
ga,us,circle,30,7/3/2013
ut,us,sphere,7200,7/3/2013
id,us,fireball,103,7/3/2013
ny,us,light,300,7/3/2013
co,us,oval,15,7/3/2013
ks,us,light,120,7/3/2013
in,us,sphere,300,7/3/2013
nc,us,circle,300,7/3/2013
pa,us,circle,120,7/3/2013
in,us,light,180,7/3/2013
pa,us,circle,10,7/3/2013
wa,us,sphere,60,7/3/2013
ms,us,flash,600,7/3/2013
wv,us,circle,2,7/3/2013
md,us,cigar,180,7/3/2013
mo,us,sphere,360,7/3/2013
ga,us,oval,300,7/3/2013
al,us,formation,12,7/3/2013
NA,au,triangle,900,7/3/2013
va,us,sphere,600,7/3/2013
mi,us,other,240,7/3/2013
fl,us,changing,3600,7/3/2013
mt,us,disk,120,7/3/2013
wa,NA,unknown,120,7/3/2013
va,us,light,25,7/3/2013
wa,us,light,600,7/3/2013
wa,us,light,180,7/3/2013
mo,us,changing,3600,7/3/2013
id,us,sphere,1438,7/3/2013
mn,us,oval,3600,7/3/2013
ab,ca,circle,180,7/3/2013
va,us,light,60,7/3/2013
on,ca,cylinder,3600,7/3/2013
ct,us,unknown,10,7/3/2013
ak,us,sphere,600,7/3/2013
tx,us,light,15,7/3/2013
ga,us,NA,180,7/3/2013
on,ca,unknown,30,7/3/2013
ut,us,changing,7200,7/3/2013
md,us,fireball,60,7/3/2013
id,us,cylinder,300,7/3/2013
ar,NA,light,300,7/3/2013
nc,us,circle,600,7/3/2013
tx,us,circle,300,7/3/2013
nc,us,light,300,7/3/2013
ks,us,light,360,7/3/2013
ar,us,formation,180,7/3/2013
ny,us,diamond,180,7/3/2013
NA,NA,disk,180,7/3/2013
fl,us,circle,3600,7/3/2013
wa,us,unknown,120,7/3/2013
NA,NA,sphere,9468000,7/3/2013
co,us,fireball,120,7/3/2013
ca,us,other,120,7/3/2013
NA,NA,changing,1800,7/3/2013
mi,NA,disk,120,7/3/2013
wi,us,unknown,180,7/3/2013
ca,NA,cylinder,240,7/3/2013
wa,us,light,600,7/3/2013
in,us,fireball,180,7/3/2013
fl,us,fireball,10,7/3/2013
ks,us,sphere,600,7/3/2013
tx,us,sphere,600,7/3/2013
wa,NA,other,300,7/3/2013
ks,us,unknown,180,7/3/2013
NA,NA,unknown,45,7/3/2013
oh,us,circle,1200,7/3/2013
va,us,triangle,60,7/3/2013
ct,us,fireball,300,7/3/2013
pa,NA,triangle,60,7/3/2013
nj,us,changing,900,7/3/2013
in,us,other,180,7/3/2013
pa,us,sphere,900,7/3/2013
tn,us,changing,180,7/3/2013
ca,us,sphere,60,7/3/2013
wi,us,sphere,120,7/3/2013
wv,us,cross,180,7/3/2013
nc,us,light,60,7/3/2013
oh,us,light,180,7/3/2013
ma,us,chevron,600,7/3/2013
pa,us,sphere,300,7/3/2013
mi,NA,light,1200,7/3/2013
va,us,circle,300,7/3/2013
mn,us,circle,420,7/3/2013
az,us,unknown,30,7/3/2013
ca,us,diamond,180,7/3/2013
tx,us,oval,120,7/3/2013
oh,us,oval,60,7/3/2013
id,us,sphere,120,7/3/2013
or,us,light,90,7/3/2013
on,NA,flash,5,7/3/2013
va,us,fireball,300,7/3/2013
pa,us,fireball,300,7/3/2013
in,us,triangle,60,7/3/2013
il,us,other,600,7/3/2013
on,NA,triangle,180,7/3/2013
pa,us,egg,10,7/3/2013
on,ca,light,120,7/3/2013
co,us,circle,5,7/3/2013
nj,NA,cross,540,7/3/2013
ca,NA,fireball,180,7/3/2013
vt,us,fireball,5,7/3/2013
va,us,sphere,120,7/3/2013
ct,us,oval,240,7/3/2013
ct,us,light,4,7/3/2013
ny,us,formation,120,7/3/2013
ca,NA,triangle,2,7/3/2013
or,us,light,180,7/3/2013
ny,us,circle,300,7/3/2013
ab,ca,sphere,90,7/3/2013
mo,us,other,2,7/3/2013
ar,us,disk,3,7/3/2013
co,us,disk,300,7/3/2013
oh,NA,sphere,5,7/3/2013
nc,us,circle,120,7/3/2013
wi,us,light,600,7/3/2013
on,NA,fireball,120,7/3/2013
il,us,other,60,7/3/2013
nj,us,circle,120,7/3/2013
nj,us,fireball,60,7/3/2013
or,NA,light,2580,7/3/2013
ga,us,chevron,120,7/3/2013
id,us,circle,180,7/3/2013
ms,us,fireball,420,7/3/2013
sd,us,unknown,300,7/3/2013
ny,us,light,720,7/3/2013
ok,us,unknown,720,7/3/2013
vt,us,NA,300,7/3/2013
oh,NA,fireball,420,7/3/2013
sc,us,light,600,7/3/2013
pa,us,sphere,5400,7/3/2013
al,us,triangle,60,7/3/2013
wa,us,triangle,600,7/3/2013
ct,us,disk,3,7/3/2013
ca,us,fireball,900,7/3/2013
tx,us,circle,120,7/3/2013
co,us,sphere,180,7/3/2013
wi,us,fireball,300,7/3/2013
nm,us,triangle,60,7/3/2013
ok,us,fireball,600,7/3/2013
ok,us,light,15,7/3/2013
mi,us,cylinder,1200,7/3/2013
ok,us,light,300,7/3/2013
wa,us,flash,1,7/3/2013
ca,us,flash,5,7/3/2013
wa,us,circle,30,7/3/2013
wa,us,sphere,60,7/3/2013
oh,us,triangle,240,7/3/2013
mn,us,flash,3,7/3/2013
oh,us,disk,5,7/3/2013
me,us,light,10800,7/3/2013
ma,us,triangle,600,7/3/2013
vt,us,disk,300,7/3/2013
wa,us,triangle,300,7/3/2013
or,us,changing,43200,7/3/2013
ny,us,unknown,1200,7/3/2013
co,us,changing,600,7/3/2013
nj,us,formation,90,7/3/2013
mn,us,fireball,180,7/3/2013
az,us,triangle,1200,7/5/2013
tx,us,circle,180,7/5/2013
on,ca,light,120,7/5/2013
ca,us,cylinder,8,7/5/2013
nc,us,triangle,180,7/5/2013
tx,us,flash,2,7/5/2013
tn,us,formation,3600,7/5/2013
NA,gb,diamond,30,7/5/2013
on,NA,circle,120,7/5/2013
pa,NA,egg,90,7/5/2013
ky,us,fireball,300,7/5/2013
mi,us,circle,180,7/5/2013
ct,us,circle,120,7/5/2013
mi,us,light,2700,7/5/2013
ca,NA,disk,2,7/5/2013
ca,us,disk,5,7/5/2013
oh,us,light,180,7/5/2013
or,us,unknown,300,7/5/2013
sc,us,unknown,600,7/5/2013
sc,us,fireball,300,7/5/2013
wi,us,light,120,7/5/2013
ca,us,light,180,7/5/2013
oh,us,circle,1800,7/5/2013
md,us,circle,1200,7/5/2013
hi,us,triangle,180,7/5/2013
oh,us,circle,420,7/5/2013
or,us,flash,300,7/5/2013
mo,us,fireball,180,7/5/2013
tn,us,light,20,7/5/2013
wv,us,oval,180,7/5/2013
sc,us,fireball,600,7/5/2013
on,ca,sphere,60,7/5/2013
ne,us,circle,300,7/5/2013
oh,us,triangle,60,7/5/2013
NA,au,light,30,7/5/2013
il,us,triangle,60,7/5/2013
nm,us,light,300,7/5/2013
mn,us,light,10,7/5/2013
ca,NA,light,1800,7/5/2013
nd,us,oval,120,7/5/2013
id,us,triangle,240,7/5/2013
mi,NA,unknown,240,7/5/2013
sd,NA,light,15,7/5/2013
bc,ca,other,20,7/5/2013
ct,us,unknown,600,7/5/2013
il,us,triangle,600,7/5/2013
pa,us,light,300,7/5/2013
wi,us,formation,120,7/5/2013
sc,us,circle,60,7/5/2013
nc,us,light,60,7/5/2013
tx,NA,NA,900,7/5/2013
nh,NA,fireball,7200,7/5/2013
fl,us,circle,1200,7/5/2013
fl,us,unknown,300,7/5/2013
fl,us,fireball,180,7/5/2013
az,us,circle,1800,7/5/2013
ct,us,diamond,45,7/5/2013
ne,us,circle,7200,7/5/2013
pa,us,fireball,5400,7/5/2013
nc,NA,fireball,600,7/5/2013
fl,us,circle,240,7/5/2013
fl,us,fireball,60,7/5/2013
mo,us,light,240,7/5/2013
co,us,triangle,1200,7/5/2013
mi,us,triangle,180,7/5/2013
ca,us,sphere,900,7/5/2013
wv,us,light,300,7/5/2013
il,us,other,420,7/5/2013
nj,us,cylinder,900,7/5/2013
co,us,circle,180,7/5/2013
ny,us,fireball,180,7/5/2013
ky,us,circle,600,7/5/2013
co,us,fireball,150,7/5/2013
oh,us,circle,420,7/5/2013
or,us,light,600,7/5/2013
pa,us,triangle,300,7/5/2013
co,us,unknown,240,7/5/2013
oh,us,triangle,120,7/5/2013
in,us,light,900,7/5/2013
mn,us,sphere,300,7/5/2013
mo,us,fireball,30,7/5/2013
id,us,circle,60,7/5/2013
mn,us,teardrop,240,7/5/2013
in,NA,circle,180,7/5/2013
in,us,unknown,300,7/5/2013
tx,us,light,720,7/5/2013
ct,us,unknown,60,7/5/2013
ne,us,circle,3600,7/5/2013
wi,us,sphere,180,7/5/2013
mn,us,light,300,7/5/2013
mn,us,light,300,7/5/2013
pa,us,light,600,7/5/2013
pa,us,fireball,180,7/5/2013
wa,us,circle,60,7/5/2013
ca,us,sphere,300,7/5/2013
tx,us,triangle,300,7/5/2013
wa,us,light,2400,7/5/2013
on,NA,unknown,65,7/5/2013
fl,us,fireball,120,7/5/2013
in,us,circle,600,7/5/2013
nb,NA,light,120,7/5/2013
ar,us,light,240,7/5/2013
ny,us,disk,120,7/5/2013
mi,us,formation,900,7/5/2013
mi,us,formation,900,7/5/2013
hi,NA,fireball,300,7/5/2013
ne,us,light,1800,7/5/2013
me,us,circle,600,7/5/2013
wa,us,light,3600,7/5/2013
fl,us,fireball,300,7/5/2013
wa,us,other,600,7/5/2013
ok,us,fireball,60,7/5/2013
mi,us,light,1200,7/5/2013
ne,us,other,240,7/5/2013
mt,us,fireball,300,7/5/2013
co,us,light,300,7/5/2013
tn,us,light,1200,7/5/2013
mo,NA,light,900,7/5/2013
fl,us,fireball,900,7/5/2013
ny,us,oval,20,7/5/2013
fl,us,sphere,120,7/5/2013
wa,us,sphere,600,7/5/2013
id,us,light,300,7/5/2013
wa,us,light,600,7/5/2013
wi,us,cylinder,20,7/5/2013
fl,us,disk,180,7/5/2013
in,us,fireball,40,7/5/2013
wa,us,sphere,300,7/5/2013
wa,us,sphere,300,7/5/2013
nj,us,light,30,7/5/2013
ca,us,light,15,7/5/2013
il,us,rectangle,300,7/5/2013
ca,us,triangle,300,7/14/2013
wa,us,other,4,7/14/2013
sc,us,sphere,20,7/14/2013
ca,NA,light,1800,7/14/2013
bc,ca,changing,1335,7/14/2013
ca,us,sphere,15,7/14/2013
ma,us,sphere,180,7/14/2013
NA,NA,disk,1200,7/14/2013
tx,us,chevron,900,7/14/2013
nh,us,unknown,120,7/14/2013
tx,NA,other,60,7/14/2013
ok,us,rectangle,120,7/14/2013
ca,us,circle,2,7/14/2013
NA,gb,other,300,7/14/2013
nm,us,circle,60,7/14/2013
nc,us,triangle,3,7/14/2013
wy,us,triangle,120,7/14/2013
nc,us,fireball,5,7/14/2013
fl,NA,fireball,2,7/14/2013
tx,us,triangle,1800,7/14/2013
on,NA,triangle,600,7/14/2013
on,ca,fireball,900,7/14/2013
ca,us,unknown,60,7/14/2013
fl,us,light,7200,7/14/2013
pa,us,fireball,60,7/14/2013
in,us,diamond,300,7/14/2013
ky,us,unknown,180,7/14/2013
pa,us,fireball,600,7/14/2013
vt,us,sphere,240,7/14/2013
fl,us,light,900,7/14/2013
NA,au,unknown,5,7/14/2013
on,ca,fireball,120,7/14/2013
mn,us,light,10,7/14/2013
in,us,light,3,7/14/2013
ky,us,circle,40,7/14/2013
ca,us,circle,1200,7/14/2013
or,us,light,1200,7/14/2013
on,ca,light,900,7/14/2013
on,ca,light,900,7/14/2013
ct,us,fireball,120,7/14/2013
on,ca,oval,10,7/14/2013
fl,us,egg,5,7/14/2013
ny,us,unknown,600,7/14/2013
ca,us,triangle,900,7/14/2013
ok,us,circle,10,7/14/2013
fl,us,other,2700,7/14/2013
bc,ca,oval,30,7/14/2013
ia,us,triangle,60,7/14/2013
al,us,light,300,7/14/2013
ma,us,circle,480,7/14/2013
mo,us,light,540,7/14/2013
va,us,light,900,7/14/2013
pa,us,fireball,7,7/14/2013
ma,us,light,2,7/14/2013
ia,us,other,240,7/14/2013
ky,us,fireball,40,7/14/2013
on,ca,cigar,60,7/14/2013
wa,NA,NA,300,7/14/2013
NA,ca,light,120,7/14/2013
nc,us,oval,120,7/14/2013
mn,us,light,10,7/14/2013
nc,us,light,600,7/14/2013
ny,us,circle,60,7/14/2013
on,ca,circle,4,7/14/2013
oh,us,fireball,120,7/14/2013
al,us,circle,300,7/14/2013
sc,us,cross,60,7/14/2013
on,ca,teardrop,5,7/14/2013
on,ca,cylinder,5,7/14/2013
on,ca,sphere,3,7/14/2013
ca,NA,unknown,10,7/14/2013
bc,ca,light,120,7/14/2013
ca,us,circle,60,7/14/2013
NA,NA,other,900,7/14/2013
in,us,oval,30,7/14/2013
va,us,triangle,300,7/14/2013
on,NA,light,300,7/14/2013
mo,us,other,60,7/14/2013
wa,us,triangle,900,7/14/2013
nc,us,unknown,5,7/14/2013
mi,us,light,10,7/14/2013
al,us,light,3,7/14/2013
ky,us,other,10,7/14/2013
mi,us,rectangle,120,7/14/2013
ca,us,light,900,7/14/2013
bc,NA,light,20,7/14/2013
az,us,teardrop,105,7/14/2013
wa,us,sphere,300,7/14/2013
la,us,other,45,7/14/2013
ny,us,light,60,7/14/2013
ca,NA,sphere,120,7/14/2013
mt,us,light,1260,7/14/2013
ny,us,cone,300,7/14/2013
me,us,NA,600,7/14/2013
ga,us,fireball,900,7/14/2013
pa,us,formation,180,7/14/2013
ky,us,unknown,600,7/14/2013
pa,us,other,600,7/14/2013
ma,us,light,2700,7/14/2013
vt,us,formation,180,7/14/2013
wa,us,cigar,2,7/14/2013
oh,us,fireball,120,7/14/2013
oh,us,cylinder,600,7/14/2013
in,us,light,300,7/14/2013
il,us,formation,120,7/14/2013
on,ca,formation,600,7/14/2013
on,ca,light,600,7/14/2013
md,us,light,3600,7/14/2013
il,us,circle,600,7/14/2013
oh,us,oval,45,7/14/2013
mi,us,sphere,120,7/14/2013
tx,us,triangle,60,7/14/2013
pa,us,fireball,35,7/14/2013
fl,us,unknown,600,7/14/2013
ky,us,sphere,300,7/14/2013
tn,us,sphere,60,7/14/2013
ct,us,unknown,300,7/14/2013
fl,us,triangle,3,7/14/2013
nm,us,light,10,7/14/2013
or,us,oval,8,7/14/2013
ca,us,unknown,15,7/14/2013
or,us,light,4,7/14/2013
va,NA,disk,600,7/14/2013
sd,NA,circle,2,7/14/2013
or,us,NA,10800,7/14/2013
oh,us,oval,90,7/14/2013
ky,us,light,90,7/14/2013
in,us,chevron,300,7/14/2013
il,us,fireball,60,7/14/2013
pa,NA,circle,300,7/14/2013
ny,NA,sphere,900,7/14/2013
id,us,sphere,30,7/14/2013
in,us,light,2700,7/14/2013
NA,NA,sphere,120,7/14/2013
wa,us,circle,60,7/14/2013
il,us,teardrop,1800,7/14/2013
ma,us,other,30,7/14/2013
ok,us,unknown,1200,7/14/2013
nj,us,cylinder,180,7/14/2013
nj,us,cylinder,180,7/14/2013
ca,us,light,180,7/14/2013
il,us,other,180,7/14/2013
md,us,light,300,7/14/2013
co,us,light,300,7/14/2013
wa,us,sphere,900,7/14/2013
wi,us,sphere,420,7/14/2013
mo,us,sphere,600,7/14/2013
il,us,sphere,45,7/14/2013
ca,us,sphere,600,7/14/2013
va,us,sphere,30,7/14/2013
pa,us,egg,1800,7/14/2013
wi,us,circle,60,7/14/2013
il,us,sphere,600,7/14/2013
co,us,changing,600,7/14/2013
nc,us,sphere,180,7/14/2013
il,us,circle,600,7/14/2013
ne,us,circle,1800,7/14/2013
ny,us,circle,600,7/14/2013
ar,us,oval,1200,7/14/2013
ok,us,circle,120,7/14/2013
il,us,triangle,300,7/14/2013
co,us,formation,300,7/14/2013
wi,us,other,600,7/14/2013
ca,us,light,10,7/14/2013
fl,us,light,2760,7/14/2013
ny,us,fireball,3600,7/14/2013
il,us,fireball,180,7/14/2013
oh,NA,light,720,7/14/2013
ky,us,other,180,7/14/2013
oh,us,circle,120,7/14/2013
fl,NA,fireball,600,7/14/2013
or,us,fireball,900,7/14/2013
ar,us,unknown,300,7/14/2013
wa,us,unknown,600,7/14/2013
fl,us,fireball,180,7/14/2013
ny,us,circle,120,7/14/2013
hi,NA,light,120,7/14/2013
wa,us,chevron,900,7/14/2013
ca,NA,NA,180,7/14/2013
wa,us,sphere,420,7/14/2013
oh,us,other,3600,7/14/2013
co,NA,circle,300,7/14/2013
il,us,changing,120,7/14/2013
ct,us,unknown,120,7/14/2013
wa,us,fireball,180,7/14/2013
id,us,other,180,7/14/2013
wa,us,fireball,300,7/14/2013
mt,us,fireball,3600,7/14/2013
ia,us,sphere,30,7/14/2013
wa,us,flash,300,7/14/2013
wa,us,oval,420,7/14/2013
ca,us,light,60,7/14/2013
ny,us,disk,60,7/14/2013
fl,us,fireball,2400,7/14/2013
az,us,triangle,300,7/14/2013
oh,us,unknown,1,7/14/2013
il,us,fireball,210,7/14/2013
ma,us,circle,80,7/14/2013
ks,us,cross,240,7/14/2013
ks,NA,cross,300,7/14/2013
wi,us,sphere,60,7/14/2013
me,us,sphere,240,7/14/2013
al,us,fireball,60,7/14/2013
va,us,fireball,120,7/14/2013
il,us,fireball,1800,7/14/2013
ga,us,fireball,180,7/14/2013
ca,NA,unknown,60,7/14/2013
ok,NA,oval,180,7/14/2013
ia,us,circle,120,7/14/2013
wa,us,light,30,7/14/2013
fl,us,fireball,60,7/14/2013
fl,us,light,60,7/14/2013
wi,us,circle,10,7/14/2013
ct,us,circle,600,7/14/2013
pa,us,sphere,120,7/14/2013
tx,us,fireball,600,7/14/2013
mo,us,disk,30,7/14/2013
wi,us,circle,900,7/14/2013
sc,us,changing,1800,7/14/2013
ca,us,circle,1200,7/14/2013
ny,us,circle,60,7/14/2013
mn,us,sphere,120,7/14/2013
va,us,circle,300,7/14/2013
in,us,circle,300,7/14/2013
me,us,unknown,300,7/14/2013
id,us,changing,300,7/14/2013
oh,us,fireball,180,7/14/2013
in,NA,light,120,7/14/2013
mi,NA,sphere,600,7/14/2013
ca,us,triangle,3,7/14/2013
oh,us,circle,30,7/14/2013
oh,us,triangle,180,7/14/2013
NA,NA,fireball,120,7/14/2013
on,ca,triangle,20,7/14/2013
wv,us,fireball,300,7/14/2013
wa,us,sphere,600,7/14/2013
wa,us,disk,2700,7/14/2013
pa,us,fireball,300,7/14/2013
az,us,oval,600,7/14/2013
az,us,sphere,600,7/14/2013
ca,us,oval,180,7/14/2013
oh,us,cylinder,300,7/14/2013
nj,us,formation,120,7/14/2013
oh,us,teardrop,300,7/14/2013
la,us,NA,600,7/14/2013
oh,us,formation,180,7/14/2013
al,us,circle,720,7/14/2013
oh,us,light,240,7/14/2013
oh,us,light,240,7/14/2013
oh,us,light,600,7/14/2013
nj,us,oval,45,7/14/2013
nj,us,oval,120,7/14/2013
or,us,light,600,7/14/2013
fl,us,fireball,120,7/14/2013
ar,us,circle,300,7/14/2013
oh,us,circle,300,7/14/2013
oh,us,circle,300,7/14/2013
ma,us,circle,1200,7/14/2013
ky,us,circle,300,7/14/2013
oh,us,unknown,45,7/14/2013
ky,us,light,70,7/14/2013
on,ca,sphere,300,7/14/2013
oh,us,light,240,7/14/2013
oh,us,changing,240,7/14/2013
oh,us,formation,120,7/14/2013
oh,us,unknown,120,7/14/2013
oh,us,triangle,300,7/14/2013
oh,us,triangle,300,7/14/2013
wa,us,oval,180,7/14/2013
mn,us,triangle,300,7/14/2013
ct,us,circle,420,7/14/2013
ny,us,fireball,40,7/14/2013
oh,us,sphere,120,7/14/2013
ma,us,flash,300,7/14/2013
ma,us,light,300,7/14/2013
pa,us,circle,300,7/14/2013
ma,us,light,60,7/14/2013
vt,us,light,240,7/14/2013
pa,us,light,45,7/14/2013
mo,us,light,900,7/14/2013
nh,us,circle,600,7/14/2013
pa,us,fireball,480,7/14/2013
ny,us,light,180,7/14/2013
nh,us,formation,480,7/14/2013
ny,us,circle,300,7/14/2013
pa,us,circle,20,7/14/2013
va,us,unknown,30,7/14/2013
mt,us,light,240,7/14/2013
ma,us,fireball,20,7/14/2013
ga,us,sphere,120,7/14/2013
mo,NA,fireball,60,7/14/2013
oh,us,circle,180,7/14/2013
oh,us,unknown,240,7/14/2013
pa,us,unknown,15,7/14/2013
ut,us,triangle,45,7/14/2013
ma,us,light,420,7/14/2013
mo,us,light,600,7/14/2013
ar,us,circle,60,7/14/2013
mi,us,fireball,120,7/14/2013
oh,us,fireball,60,7/14/2013
az,us,fireball,20,7/14/2013
md,us,circle,120,7/14/2013
fl,NA,flash,30,7/14/2013
wa,us,NA,60,7/14/2013
va,us,fireball,900,7/14/2013
id,NA,formation,5,7/14/2013
ca,us,fireball,180,7/14/2013
fl,NA,oval,180,7/14/2013
sc,us,circle,10,7/14/2013
nh,us,sphere,300,7/14/2013
ma,us,disk,120,7/14/2013
al,us,formation,120,7/14/2013
ny,us,circle,120,7/14/2013
la,us,fireball,600,7/14/2013
ct,us,flash,8,7/14/2013
ky,us,circle,120,7/14/2013
nj,us,light,300,7/14/2013
il,us,formation,90,7/14/2013
wi,us,circle,900,7/14/2013
or,us,circle,120,7/14/2013
or,us,sphere,60,7/14/2013
il,us,circle,180,7/14/2013
nj,us,light,40,7/14/2013
nc,us,sphere,480,7/14/2013
fl,us,circle,120,7/14/2013
wa,us,disk,60,7/14/2013
va,us,disk,3,7/14/2013
pa,us,unknown,600,7/14/2013
nj,us,fireball,7200,7/14/2013
me,us,disk,60,7/14/2013
pa,us,light,180,7/14/2013
NA,NA,light,30,7/14/2013
bc,ca,light,7,7/14/2013
nj,us,fireball,240,7/14/2013
mn,us,circle,600,7/14/2013
md,us,circle,2,7/14/2013
ky,us,other,120,7/14/2013
fl,us,rectangle,60,7/14/2013
wa,us,light,2400,7/14/2013
fl,us,fireball,60,7/14/2013
ca,us,circle,2,7/14/2013
tn,us,triangle,10800,7/14/2013
nj,us,circle,30,7/14/2013
ok,us,cigar,15,7/14/2013
md,us,other,8,7/14/2013
nc,us,sphere,180,7/14/2013
az,us,light,1350,7/14/2013
fl,us,sphere,10,7/14/2013
or,us,triangle,120,7/14/2013
ma,us,light,120,7/14/2013
nc,us,other,300,7/14/2013
fl,us,light,1200,7/22/2013
